, ,Number of genomes,gene_class
36561,Cluster 36561,4,unique
36562,Cluster 36562,197,accessory
36563,Cluster 36563,123,unique
36564,Cluster 36564,4,unique
36565,Cluster 36565,50,unique
36566,Cluster 36566,69,unique
36567,Cluster 36567,1,unique
36568,Cluster 36568,5,unique
36569,Cluster 36569,147,unique
36570,Cluster 36570,18,unique
36571,Cluster 36571,23,unique
36572,Cluster 36572,19,unique
36573,Cluster 36573,37,unique
36574,Cluster 36574,5,unique
36575,Cluster 36575,27,unique
36576,Cluster 36576,4,unique
36577,Cluster 36577,7,unique
36578,Cluster 36578,6,unique
36579,Cluster 36579,2,unique
36580,Cluster 36580,4,unique
36581,Cluster 36581,3,unique
36582,Cluster 36582,1,unique
36583,Cluster 36583,20,unique
36584,Cluster 36584,5,unique
36585,Cluster 36585,29,unique
36586,Cluster 36586,5,unique
36587,Cluster 36587,1,unique
36588,Cluster 36588,31,unique
36589,Cluster 36589,3,unique
36590,Cluster 36590,1,unique
36591,Cluster 36591,4,unique
36592,Cluster 36592,16,unique
36593,Cluster 36593,1,unique
36594,Cluster 36594,19,unique
36595,Cluster 36595,127,unique
36596,Cluster 36596,6,unique
36597,Cluster 36597,61,unique
36598,Cluster 36598,2,unique
36599,Cluster 36599,4,unique
36600,Cluster 36600,2,unique
36601,Cluster 36601,1,unique
36602,Cluster 36602,6,unique
36603,Cluster 36603,2,unique
36604,Cluster 36604,1,unique
36605,Cluster 36605,1,unique
36606,Cluster 36606,2,unique
36607,Cluster 36607,1,unique
36608,Cluster 36608,8,unique
36609,Cluster 36609,2,unique
36610,Cluster 36610,1,unique
36611,Cluster 36611,9,unique
36612,Cluster 36612,7,unique
36613,Cluster 36613,3,unique
36614,Cluster 36614,1964,core
36615,Cluster 36615,1,unique
36616,Cluster 36616,2,unique
36617,Cluster 36617,6,unique
36618,Cluster 36618,1,unique
36619,Cluster 36619,1,unique
36620,Cluster 36620,5,unique
36621,Cluster 36621,3,unique
36622,Cluster 36622,2,unique
36623,Cluster 36623,6,unique
36624,Cluster 36624,71,unique
36625,Cluster 36625,2,unique
36626,Cluster 36626,1,unique
36627,Cluster 36627,5,unique
36628,Cluster 36628,1,unique
36629,Cluster 36629,68,unique
36630,Cluster 36630,13,unique
36631,Cluster 36631,2,unique
36632,Cluster 36632,4,unique
36633,Cluster 36633,1,unique
36634,Cluster 36634,1,unique
36635,Cluster 36635,1,unique
36636,Cluster 36636,1,unique
36637,Cluster 36637,2,unique
36638,Cluster 36638,1,unique
36639,Cluster 36639,1968,core
36640,Cluster 36640,1,unique
36641,Cluster 36641,2,unique
36642,Cluster 36642,7,unique
36643,Cluster 36643,24,unique
36644,Cluster 36644,1,unique
36645,Cluster 36645,1,unique
36646,Cluster 36646,13,unique
36647,Cluster 36647,13,unique
36648,Cluster 36648,1,unique
36649,Cluster 36649,1,unique
36650,Cluster 36650,1,unique
36651,Cluster 36651,2,unique
36652,Cluster 36652,5,unique
36653,Cluster 36653,1,unique
36654,Cluster 36654,1,unique
36655,Cluster 36655,1,unique
36656,Cluster 36656,2,unique
36657,Cluster 36657,27,unique
36658,Cluster 36658,1,unique
36659,Cluster 36659,1,unique
36660,Cluster 36660,1,unique
36661,Cluster 36661,1,unique
36662,Cluster 36662,2,unique
36663,Cluster 36663,32,unique
36664,Cluster 36664,1,unique
36665,Cluster 36665,1,unique
36666,Cluster 36666,1,unique
36667,Cluster 36667,2,unique
36668,Cluster 36668,1,unique
36669,Cluster 36669,1,unique
36670,Cluster 36670,1,unique
36671,Cluster 36671,13,unique
36672,Cluster 36672,2,unique
36673,Cluster 36673,1,unique
36674,Cluster 36674,1,unique
36675,Cluster 36675,1967,core
36676,Cluster 36676,1,unique
36677,Cluster 36677,1,unique
36678,Cluster 36678,7,unique
36679,Cluster 36679,5,unique
36680,Cluster 36680,1,unique
36681,Cluster 36681,1,unique
36682,Cluster 36682,1,unique
36683,Cluster 36683,1,unique
36684,Cluster 36684,1,unique
36685,Cluster 36685,12,unique
36686,Cluster 36686,3,unique
36687,Cluster 36687,2,unique
36688,Cluster 36688,1,unique
36689,Cluster 36689,1,unique
36690,Cluster 36690,1,unique
36691,Cluster 36691,3,unique
36692,Cluster 36692,7,unique
36693,Cluster 36693,1,unique
36694,Cluster 36694,4,unique
36695,Cluster 36695,1,unique
36696,Cluster 36696,1,unique
36697,Cluster 36697,1,unique
36698,Cluster 36698,1,unique
36699,Cluster 36699,4,unique
36700,Cluster 36700,3,unique
36701,Cluster 36701,1,unique
36702,Cluster 36702,2,unique
36703,Cluster 36703,3,unique
36704,Cluster 36704,1,unique
36705,Cluster 36705,1,unique
36706,Cluster 36706,1,unique
36707,Cluster 36707,2,unique
36708,Cluster 36708,52,unique
36709,Cluster 36709,1,unique
36710,Cluster 36710,2,unique
36711,Cluster 36711,1,unique
36712,Cluster 36712,1,unique
36713,Cluster 36713,1,unique
36714,Cluster 36714,1,unique
36715,Cluster 36715,1,unique
36716,Cluster 36716,1,unique
36717,Cluster 36717,2,unique
36718,Cluster 36718,1,unique
36719,Cluster 36719,4,unique
36720,Cluster 36720,1,unique
36721,Cluster 36721,1,unique
36722,Cluster 36722,1,unique
36723,Cluster 36723,1,unique
36724,Cluster 36724,1,unique
36725,Cluster 36725,1,unique
36726,Cluster 36726,2,unique
36727,Cluster 36727,1,unique
36728,Cluster 36728,1,unique
36729,Cluster 36729,1,unique
36730,Cluster 36730,5,unique
36731,Cluster 36731,21,unique
36732,Cluster 36732,23,unique
36733,Cluster 36733,5,unique
36734,Cluster 36734,1,unique
36735,Cluster 36735,3,unique
36736,Cluster 36736,3,unique
36737,Cluster 36737,1,unique
36738,Cluster 36738,2,unique
36739,Cluster 36739,1,unique
36740,Cluster 36740,2,unique
36741,Cluster 36741,2,unique
36742,Cluster 36742,9,unique
36743,Cluster 36743,1,unique
36744,Cluster 36744,11,unique
36745,Cluster 36745,2,unique
36746,Cluster 36746,1,unique
36747,Cluster 36747,3,unique
36748,Cluster 36748,328,accessory
36749,Cluster 36749,1316,accessory
36750,Cluster 36750,1966,core
36751,Cluster 36751,1969,core
36752,Cluster 36752,49,unique
36753,Cluster 36753,1960,core
36754,Cluster 36754,297,accessory
36755,Cluster 36755,797,accessory
36756,Cluster 36756,366,accessory
36757,Cluster 36757,282,accessory
36758,Cluster 36758,164,unique
36759,Cluster 36759,166,unique
36760,Cluster 36760,257,accessory
36761,Cluster 36761,1970,core
36762,Cluster 36762,2,unique
36763,Cluster 36763,107,unique
36764,Cluster 36764,1,unique
36765,Cluster 36765,4,unique
36766,Cluster 36766,9,unique
36767,Cluster 36767,3,unique
36768,Cluster 36768,11,unique
36769,Cluster 36769,804,accessory
36770,Cluster 36770,492,accessory
36771,Cluster 36771,191,accessory
36772,Cluster 36772,44,unique
36773,Cluster 36773,59,unique
36774,Cluster 36774,27,unique
36775,Cluster 36775,141,unique
36776,Cluster 36776,2,unique
36777,Cluster 36777,35,unique
36778,Cluster 36778,5,unique
36779,Cluster 36779,3,unique
36780,Cluster 36780,2,unique
36781,Cluster 36781,43,unique
36782,Cluster 36782,7,unique
36783,Cluster 36783,9,unique
36784,Cluster 36784,7,unique
36785,Cluster 36785,14,unique
36786,Cluster 36786,7,unique
36787,Cluster 36787,41,unique
36788,Cluster 36788,2,unique
36789,Cluster 36789,1967,core
36790,Cluster 36790,6,unique
36791,Cluster 36791,55,unique
36792,Cluster 36792,5,unique
36793,Cluster 36793,1,unique
36794,Cluster 36794,15,unique
36795,Cluster 36795,9,unique
36796,Cluster 36796,7,unique
36797,Cluster 36797,46,unique
36798,Cluster 36798,5,unique
36799,Cluster 36799,6,unique
36800,Cluster 36800,3,unique
36801,Cluster 36801,2,unique
36802,Cluster 36802,681,accessory
36803,Cluster 36803,78,unique
36804,Cluster 36804,2,unique
36805,Cluster 36805,262,accessory
36806,Cluster 36806,2,unique
36807,Cluster 36807,11,unique
36808,Cluster 36808,1,unique
36809,Cluster 36809,1,unique
36810,Cluster 36810,6,unique
36811,Cluster 36811,1,unique
36812,Cluster 36812,22,unique
36813,Cluster 36813,11,unique
36814,Cluster 36814,2,unique
36815,Cluster 36815,21,unique
36816,Cluster 36816,1,unique
36817,Cluster 36817,1,unique
36818,Cluster 36818,1,unique
36819,Cluster 36819,2,unique
36820,Cluster 36820,3,unique
36821,Cluster 36821,1,unique
36822,Cluster 36822,9,unique
36823,Cluster 36823,2,unique
36824,Cluster 36824,5,unique
36825,Cluster 36825,2,unique
36826,Cluster 36826,11,unique
36827,Cluster 36827,6,unique
36828,Cluster 36828,3,unique
36829,Cluster 36829,13,unique
36830,Cluster 36830,2,unique
36831,Cluster 36831,1,unique
36832,Cluster 36832,11,unique
36833,Cluster 36833,1,unique
36834,Cluster 36834,3,unique
36835,Cluster 36835,3,unique
36836,Cluster 36836,1,unique
36837,Cluster 36837,1,unique
36838,Cluster 36838,1,unique
36839,Cluster 36839,2,unique
36840,Cluster 36840,5,unique
36841,Cluster 36841,3,unique
36842,Cluster 36842,5,unique
36843,Cluster 36843,1,unique
36844,Cluster 36844,1959,core
36845,Cluster 36845,16,unique
36846,Cluster 36846,20,unique
36847,Cluster 36847,2,unique
36848,Cluster 36848,1,unique
36849,Cluster 36849,5,unique
36850,Cluster 36850,2,unique
36851,Cluster 36851,1,unique
36852,Cluster 36852,1,unique
36853,Cluster 36853,1,unique
36854,Cluster 36854,1,unique
36855,Cluster 36855,1,unique
36856,Cluster 36856,1,unique
36857,Cluster 36857,2,unique
36858,Cluster 36858,2,unique
36859,Cluster 36859,12,unique
36860,Cluster 36860,2,unique
36861,Cluster 36861,2,unique
36862,Cluster 36862,93,unique
36863,Cluster 36863,3,unique
36864,Cluster 36864,2,unique
36865,Cluster 36865,1,unique
36866,Cluster 36866,2,unique
36867,Cluster 36867,1,unique
36868,Cluster 36868,2,unique
36869,Cluster 36869,1,unique
36870,Cluster 36870,1,unique
36871,Cluster 36871,65,unique
36872,Cluster 36872,45,unique
36873,Cluster 36873,1,unique
36874,Cluster 36874,1,unique
36875,Cluster 36875,1,unique
36876,Cluster 36876,1,unique
36877,Cluster 36877,1,unique
36878,Cluster 36878,1,unique
36879,Cluster 36879,1,unique
36880,Cluster 36880,182,accessory
36881,Cluster 36881,4,unique
36882,Cluster 36882,4,unique
36883,Cluster 36883,1,unique
36884,Cluster 36884,1,unique
36885,Cluster 36885,1,unique
36886,Cluster 36886,1,unique
36887,Cluster 36887,114,unique
36888,Cluster 36888,1,unique
36889,Cluster 36889,1,unique
36890,Cluster 36890,1,unique
36891,Cluster 36891,1,unique
36892,Cluster 36892,1,unique
36893,Cluster 36893,1,unique
36894,Cluster 36894,1,unique
36895,Cluster 36895,1,unique
36896,Cluster 36896,648,accessory
36897,Cluster 36897,1,unique
36898,Cluster 36898,1,unique
36899,Cluster 36899,1,unique
36900,Cluster 36900,1,unique
36901,Cluster 36901,1,unique
36902,Cluster 36902,3,unique
36903,Cluster 36903,1,unique
36904,Cluster 36904,1,unique
36905,Cluster 36905,1,unique
36906,Cluster 36906,2,unique
36907,Cluster 36907,2,unique
36908,Cluster 36908,1,unique
36909,Cluster 36909,1,unique
36910,Cluster 36910,1,unique
36911,Cluster 36911,1,unique
36912,Cluster 36912,1,unique
36913,Cluster 36913,1,unique
36914,Cluster 36914,1958,core
36915,Cluster 36915,1,unique
36916,Cluster 36916,1,unique
36917,Cluster 36917,1,unique
36918,Cluster 36918,1682,accessory
36919,Cluster 36919,1,unique
36920,Cluster 36920,2,unique
36921,Cluster 36921,5,unique
36922,Cluster 36922,55,unique
36923,Cluster 36923,1,unique
36924,Cluster 36924,6,unique
36925,Cluster 36925,1,unique
36926,Cluster 36926,5,unique
36927,Cluster 36927,2,unique
36928,Cluster 36928,6,unique
36929,Cluster 36929,1,unique
36930,Cluster 36930,1,unique
36931,Cluster 36931,1,unique
36932,Cluster 36932,1,unique
36933,Cluster 36933,5,unique
36934,Cluster 36934,1,unique
36935,Cluster 36935,3,unique
36936,Cluster 36936,3,unique
36937,Cluster 36937,10,unique
36938,Cluster 36938,2,unique
36939,Cluster 36939,6,unique
36940,Cluster 36940,1448,accessory
36941,Cluster 36941,3,unique
36942,Cluster 36942,5,unique
36943,Cluster 36943,5,unique
36944,Cluster 36944,32,unique
36945,Cluster 36945,3,unique
36946,Cluster 36946,15,unique
36947,Cluster 36947,2,unique
36948,Cluster 36948,2,unique
36949,Cluster 36949,1,unique
36950,Cluster 36950,1,unique
36951,Cluster 36951,1,unique
36952,Cluster 36952,2,unique
36953,Cluster 36953,8,unique
36954,Cluster 36954,6,unique
36955,Cluster 36955,1,unique
36956,Cluster 36956,1,unique
36957,Cluster 36957,9,unique
36958,Cluster 36958,1220,accessory
36959,Cluster 36959,499,accessory
36960,Cluster 36960,1970,core
36961,Cluster 36961,1970,core
36962,Cluster 36962,1970,core
36963,Cluster 36963,1970,core
36964,Cluster 36964,22,unique
36965,Cluster 36965,21,unique
36966,Cluster 36966,43,unique
36967,Cluster 36967,1961,core
36968,Cluster 36968,3,unique
36969,Cluster 36969,1,unique
36970,Cluster 36970,3,unique
36971,Cluster 36971,297,accessory
36972,Cluster 36972,2,unique
36973,Cluster 36973,1,unique
36974,Cluster 36974,8,unique
36975,Cluster 36975,34,unique
36976,Cluster 36976,8,unique
36977,Cluster 36977,1,unique
36978,Cluster 36978,19,unique
36979,Cluster 36979,1,unique
36980,Cluster 36980,62,unique
36981,Cluster 36981,4,unique
36982,Cluster 36982,2,unique
36983,Cluster 36983,62,unique
36984,Cluster 36984,4,unique
36985,Cluster 36985,1,unique
36986,Cluster 36986,96,unique
36987,Cluster 36987,284,accessory
36988,Cluster 36988,7,unique
36989,Cluster 36989,7,unique
36990,Cluster 36990,7,unique
36991,Cluster 36991,81,unique
36992,Cluster 36992,11,unique
36993,Cluster 36993,5,unique
36994,Cluster 36994,1,unique
36995,Cluster 36995,33,unique
36996,Cluster 36996,4,unique
36997,Cluster 36997,36,unique
36998,Cluster 36998,8,unique
36999,Cluster 36999,3,unique
37000,Cluster 37000,4,unique
37001,Cluster 37001,115,unique
37002,Cluster 37002,85,unique
37003,Cluster 37003,4,unique
37004,Cluster 37004,64,unique
37005,Cluster 37005,1,unique
37006,Cluster 37006,23,unique
37007,Cluster 37007,65,unique
37008,Cluster 37008,4,unique
37009,Cluster 37009,39,unique
37010,Cluster 37010,7,unique
37011,Cluster 37011,36,unique
37012,Cluster 37012,7,unique
37013,Cluster 37013,13,unique
37014,Cluster 37014,7,unique
37015,Cluster 37015,2,unique
37016,Cluster 37016,9,unique
37017,Cluster 37017,7,unique
37018,Cluster 37018,2,unique
37019,Cluster 37019,22,unique
37020,Cluster 37020,56,unique
37021,Cluster 37021,3,unique
37022,Cluster 37022,9,unique
37023,Cluster 37023,6,unique
37024,Cluster 37024,1,unique
37025,Cluster 37025,2,unique
37026,Cluster 37026,1,unique
37027,Cluster 37027,1,unique
37028,Cluster 37028,32,unique
37029,Cluster 37029,1965,core
37030,Cluster 37030,5,unique
37031,Cluster 37031,4,unique
37032,Cluster 37032,14,unique
37033,Cluster 37033,5,unique
37034,Cluster 37034,1,unique
37035,Cluster 37035,1,unique
37036,Cluster 37036,1,unique
37037,Cluster 37037,1,unique
37038,Cluster 37038,25,unique
37039,Cluster 37039,1,unique
37040,Cluster 37040,18,unique
37041,Cluster 37041,1,unique
37042,Cluster 37042,3,unique
37043,Cluster 37043,3,unique
37044,Cluster 37044,29,unique
37045,Cluster 37045,50,unique
37046,Cluster 37046,1,unique
37047,Cluster 37047,10,unique
37048,Cluster 37048,2,unique
37049,Cluster 37049,21,unique
37050,Cluster 37050,1,unique
37051,Cluster 37051,1,unique
37052,Cluster 37052,2,unique
37053,Cluster 37053,2,unique
37054,Cluster 37054,2,unique
37055,Cluster 37055,10,unique
37056,Cluster 37056,1,unique
37057,Cluster 37057,1,unique
37058,Cluster 37058,2,unique
37059,Cluster 37059,2,unique
37060,Cluster 37060,1,unique
37061,Cluster 37061,1,unique
37062,Cluster 37062,7,unique
37063,Cluster 37063,1,unique
37064,Cluster 37064,2,unique
37065,Cluster 37065,3,unique
37066,Cluster 37066,2,unique
37067,Cluster 37067,2,unique
37068,Cluster 37068,7,unique
37069,Cluster 37069,22,unique
37070,Cluster 37070,1,unique
37071,Cluster 37071,3,unique
37072,Cluster 37072,1,unique
37073,Cluster 37073,2,unique
37074,Cluster 37074,8,unique
37075,Cluster 37075,1,unique
37076,Cluster 37076,1,unique
37077,Cluster 37077,2,unique
37078,Cluster 37078,1,unique
37079,Cluster 37079,8,unique
37080,Cluster 37080,4,unique
37081,Cluster 37081,3,unique
37082,Cluster 37082,2,unique
37083,Cluster 37083,7,unique
37084,Cluster 37084,12,unique
37085,Cluster 37085,3,unique
37086,Cluster 37086,1,unique
37087,Cluster 37087,1,unique
37088,Cluster 37088,1,unique
37089,Cluster 37089,1,unique
37090,Cluster 37090,1,unique
37091,Cluster 37091,2,unique
37092,Cluster 37092,2,unique
37093,Cluster 37093,1,unique
37094,Cluster 37094,1,unique
37095,Cluster 37095,1,unique
37096,Cluster 37096,1,unique
37097,Cluster 37097,11,unique
37098,Cluster 37098,1,unique
37099,Cluster 37099,309,accessory
37100,Cluster 37100,1,unique
37101,Cluster 37101,1,unique
37102,Cluster 37102,1,unique
37103,Cluster 37103,1,unique
37104,Cluster 37104,16,unique
37105,Cluster 37105,17,unique
37106,Cluster 37106,1,unique
37107,Cluster 37107,3,unique
37108,Cluster 37108,2,unique
37109,Cluster 37109,50,unique
37110,Cluster 37110,1,unique
37111,Cluster 37111,1,unique
37112,Cluster 37112,2,unique
37113,Cluster 37113,1970,core
37114,Cluster 37114,1,unique
37115,Cluster 37115,1,unique
37116,Cluster 37116,1,unique
37117,Cluster 37117,1,unique
37118,Cluster 37118,1,unique
37119,Cluster 37119,1,unique
37120,Cluster 37120,1,unique
37121,Cluster 37121,1,unique
37122,Cluster 37122,1819,accessory
37123,Cluster 37123,1,unique
37124,Cluster 37124,1,unique
37125,Cluster 37125,1,unique
37126,Cluster 37126,1,unique
37127,Cluster 37127,5,unique
37128,Cluster 37128,3,unique
37129,Cluster 37129,6,unique
37130,Cluster 37130,10,unique
37131,Cluster 37131,163,unique
37132,Cluster 37132,4,unique
37133,Cluster 37133,2,unique
37134,Cluster 37134,1,unique
37135,Cluster 37135,2,unique
37136,Cluster 37136,1,unique
37137,Cluster 37137,3,unique
37138,Cluster 37138,2,unique
37139,Cluster 37139,1,unique
37140,Cluster 37140,1,unique
37141,Cluster 37141,15,unique
37142,Cluster 37142,1,unique
37143,Cluster 37143,1,unique
37144,Cluster 37144,1,unique
37145,Cluster 37145,3,unique
37146,Cluster 37146,15,unique
37147,Cluster 37147,93,unique
37148,Cluster 37148,1970,core
37149,Cluster 37149,677,accessory
37150,Cluster 37150,1962,core
37151,Cluster 37151,8,unique
37152,Cluster 37152,991,accessory
37153,Cluster 37153,22,unique
37154,Cluster 37154,768,accessory
37155,Cluster 37155,9,unique
37156,Cluster 37156,2,unique
37157,Cluster 37157,2,unique
37158,Cluster 37158,1,unique
37159,Cluster 37159,19,unique
37160,Cluster 37160,2,unique
37161,Cluster 37161,1,unique
37162,Cluster 37162,1,unique
37163,Cluster 37163,13,unique
37164,Cluster 37164,214,accessory
37165,Cluster 37165,563,accessory
37166,Cluster 37166,22,unique
37167,Cluster 37167,86,unique
37168,Cluster 37168,40,unique
37169,Cluster 37169,2,unique
37170,Cluster 37170,1,unique
37171,Cluster 37171,2,unique
37172,Cluster 37172,541,accessory
37173,Cluster 37173,26,unique
37174,Cluster 37174,25,unique
37175,Cluster 37175,8,unique
37176,Cluster 37176,7,unique
37177,Cluster 37177,1,unique
37178,Cluster 37178,15,unique
37179,Cluster 37179,2,unique
37180,Cluster 37180,32,unique
37181,Cluster 37181,32,unique
37182,Cluster 37182,40,unique
37183,Cluster 37183,5,unique
37184,Cluster 37184,1,unique
37185,Cluster 37185,6,unique
37186,Cluster 37186,28,unique
37187,Cluster 37187,1,unique
37188,Cluster 37188,31,unique
37189,Cluster 37189,1,unique
37190,Cluster 37190,7,unique
37191,Cluster 37191,49,unique
37192,Cluster 37192,409,accessory
37193,Cluster 37193,22,unique
37194,Cluster 37194,7,unique
37195,Cluster 37195,10,unique
37196,Cluster 37196,2,unique
37197,Cluster 37197,8,unique
37198,Cluster 37198,1,unique
37199,Cluster 37199,3,unique
37200,Cluster 37200,1,unique
37201,Cluster 37201,1,unique
37202,Cluster 37202,4,unique
37203,Cluster 37203,8,unique
37204,Cluster 37204,5,unique
37205,Cluster 37205,5,unique
37206,Cluster 37206,7,unique
37207,Cluster 37207,3,unique
37208,Cluster 37208,3,unique
37209,Cluster 37209,1,unique
37210,Cluster 37210,1,unique
37211,Cluster 37211,2,unique
37212,Cluster 37212,1,unique
37213,Cluster 37213,4,unique
37214,Cluster 37214,10,unique
37215,Cluster 37215,1,unique
37216,Cluster 37216,2,unique
37217,Cluster 37217,10,unique
