, ,Number of genomes,gene_class
6668,Cluster 6668,1,unique
6669,Cluster 6669,2,unique
6670,Cluster 6670,1,unique
6671,Cluster 6671,2,unique
6672,Cluster 6672,6,unique
6673,Cluster 6673,255,accessory
6674,Cluster 6674,1,unique
6675,Cluster 6675,8,unique
6676,Cluster 6676,1,unique
6677,Cluster 6677,1,unique
6678,Cluster 6678,1,unique
6679,Cluster 6679,137,accessory
6680,Cluster 6680,2,unique
6681,Cluster 6681,1587,core
6682,Cluster 6682,1585,core
6683,Cluster 6683,1539,core
6684,Cluster 6684,1585,core
6685,Cluster 6685,1589,core
6686,Cluster 6686,1586,core
6687,Cluster 6687,1,unique
6688,Cluster 6688,1,unique
6689,Cluster 6689,15,unique
6690,Cluster 6690,1,unique
6691,Cluster 6691,2,unique
6692,Cluster 6692,1585,core
6693,Cluster 6693,1,unique
6694,Cluster 6694,1583,core
6695,Cluster 6695,1588,core
6696,Cluster 6696,1,unique
6697,Cluster 6697,2,unique
6698,Cluster 6698,2,unique
6699,Cluster 6699,4,unique
6700,Cluster 6700,1,unique
6701,Cluster 6701,1,unique
6702,Cluster 6702,1,unique
6703,Cluster 6703,18,unique
6704,Cluster 6704,117,accessory
6705,Cluster 6705,8,unique
6706,Cluster 6706,3,unique
6707,Cluster 6707,2,unique
6708,Cluster 6708,1,unique
6709,Cluster 6709,1,unique
6710,Cluster 6710,2,unique
6711,Cluster 6711,1587,core
6712,Cluster 6712,295,accessory
6713,Cluster 6713,299,accessory
6714,Cluster 6714,6,unique
6715,Cluster 6715,3,unique
6716,Cluster 6716,3,unique
6717,Cluster 6717,134,accessory
6718,Cluster 6718,1535,core
6719,Cluster 6719,1,unique
6720,Cluster 6720,10,unique
6721,Cluster 6721,1588,core
6722,Cluster 6722,2,unique
6723,Cluster 6723,1,unique
6724,Cluster 6724,2,unique
6725,Cluster 6725,3,unique
6726,Cluster 6726,2,unique
6727,Cluster 6727,22,unique
6728,Cluster 6728,1582,core
6729,Cluster 6729,3,unique
6730,Cluster 6730,3,unique
6731,Cluster 6731,1582,core
6732,Cluster 6732,2,unique
6733,Cluster 6733,1,unique
6734,Cluster 6734,2,unique
6735,Cluster 6735,1,unique
6736,Cluster 6736,1,unique
6737,Cluster 6737,1589,core
6738,Cluster 6738,1586,core
6739,Cluster 6739,1586,core
6740,Cluster 6740,1015,accessory
6741,Cluster 6741,1588,core
6742,Cluster 6742,1587,core
6743,Cluster 6743,4,unique
6744,Cluster 6744,3,unique
6745,Cluster 6745,1,unique
6746,Cluster 6746,1,unique
6747,Cluster 6747,2,unique
6748,Cluster 6748,2,unique
6749,Cluster 6749,2,unique
6750,Cluster 6750,1,unique
6751,Cluster 6751,1,unique
6752,Cluster 6752,4,unique
6753,Cluster 6753,8,unique
6754,Cluster 6754,1,unique
6755,Cluster 6755,1,unique
6756,Cluster 6756,209,accessory
6757,Cluster 6757,1,unique
6758,Cluster 6758,3,unique
6759,Cluster 6759,2,unique
6760,Cluster 6760,23,unique
6761,Cluster 6761,5,unique
6762,Cluster 6762,6,unique
6763,Cluster 6763,1,unique
6764,Cluster 6764,1,unique
6765,Cluster 6765,1,unique
6766,Cluster 6766,2,unique
6767,Cluster 6767,1,unique
6768,Cluster 6768,4,unique
6769,Cluster 6769,7,unique
6770,Cluster 6770,1,unique
6771,Cluster 6771,1,unique
6772,Cluster 6772,2,unique
6773,Cluster 6773,1,unique
6774,Cluster 6774,1,unique
6775,Cluster 6775,1,unique
6776,Cluster 6776,1586,core
6777,Cluster 6777,1586,core
6778,Cluster 6778,1584,core
6779,Cluster 6779,1587,core
6780,Cluster 6780,1588,core
6781,Cluster 6781,1576,core
6782,Cluster 6782,44,unique
6783,Cluster 6783,6,unique
6784,Cluster 6784,1,unique
6785,Cluster 6785,1,unique
6786,Cluster 6786,1,unique
6787,Cluster 6787,1589,core
6788,Cluster 6788,2,unique
6789,Cluster 6789,1,unique
6790,Cluster 6790,1,unique
6791,Cluster 6791,1,unique
6792,Cluster 6792,18,unique
6793,Cluster 6793,8,unique
6794,Cluster 6794,2,unique
6795,Cluster 6795,1,unique
6796,Cluster 6796,1,unique
6797,Cluster 6797,2,unique
6798,Cluster 6798,2,unique
6799,Cluster 6799,1,unique
6800,Cluster 6800,3,unique
6801,Cluster 6801,1,unique
6802,Cluster 6802,1,unique
6803,Cluster 6803,3,unique
6804,Cluster 6804,1585,core
6805,Cluster 6805,2,unique
6806,Cluster 6806,1,unique
6807,Cluster 6807,1558,core
6808,Cluster 6808,1588,core
6809,Cluster 6809,1588,core
6810,Cluster 6810,1588,core
6811,Cluster 6811,1573,core
6812,Cluster 6812,5,unique
6813,Cluster 6813,1581,core
6814,Cluster 6814,1,unique
6815,Cluster 6815,1,unique
6816,Cluster 6816,1,unique
6817,Cluster 6817,1584,core
6818,Cluster 6818,1,unique
6819,Cluster 6819,1,unique
6820,Cluster 6820,3,unique
6821,Cluster 6821,1,unique
6822,Cluster 6822,2,unique
6823,Cluster 6823,1,unique
6824,Cluster 6824,5,unique
6825,Cluster 6825,6,unique
6826,Cluster 6826,3,unique
6827,Cluster 6827,10,unique
6828,Cluster 6828,1588,core
6829,Cluster 6829,2,unique
6830,Cluster 6830,1,unique
6831,Cluster 6831,1588,core
6832,Cluster 6832,1514,accessory
6833,Cluster 6833,1583,core
6834,Cluster 6834,1581,core
6835,Cluster 6835,1586,core
6836,Cluster 6836,1,unique
6837,Cluster 6837,99,accessory
6838,Cluster 6838,1541,core
6839,Cluster 6839,1,unique
6840,Cluster 6840,1576,core
6841,Cluster 6841,1490,accessory
6842,Cluster 6842,17,unique
6843,Cluster 6843,405,accessory
6844,Cluster 6844,1,unique
6845,Cluster 6845,3,unique
6846,Cluster 6846,1,unique
6847,Cluster 6847,4,unique
6848,Cluster 6848,1,unique
6849,Cluster 6849,1,unique
6850,Cluster 6850,31,unique
6851,Cluster 6851,1,unique
6852,Cluster 6852,1,unique
6853,Cluster 6853,1,unique
6854,Cluster 6854,1,unique
6855,Cluster 6855,4,unique
6856,Cluster 6856,2,unique
6857,Cluster 6857,1,unique
6858,Cluster 6858,2,unique
6859,Cluster 6859,1586,core
6860,Cluster 6860,1579,core
6861,Cluster 6861,1589,core
6862,Cluster 6862,1589,core
6863,Cluster 6863,1588,core
6864,Cluster 6864,404,accessory
6865,Cluster 6865,1586,core
6866,Cluster 6866,1586,core
6867,Cluster 6867,1587,core
6868,Cluster 6868,1585,core
6869,Cluster 6869,1570,core
6870,Cluster 6870,754,accessory
6871,Cluster 6871,1589,core
6872,Cluster 6872,1588,core
6873,Cluster 6873,39,unique
6874,Cluster 6874,4,unique
6875,Cluster 6875,1,unique
6876,Cluster 6876,1,unique
6877,Cluster 6877,1,unique
6878,Cluster 6878,1490,accessory
6879,Cluster 6879,1,unique
6880,Cluster 6880,4,unique
6881,Cluster 6881,2,unique
6882,Cluster 6882,4,unique
6883,Cluster 6883,2,unique
6884,Cluster 6884,2,unique
6885,Cluster 6885,10,unique
6886,Cluster 6886,1,unique
6887,Cluster 6887,1,unique
6888,Cluster 6888,4,unique
6889,Cluster 6889,1,unique
6890,Cluster 6890,1585,core
6891,Cluster 6891,2,unique
6892,Cluster 6892,1,unique
6893,Cluster 6893,1,unique
6894,Cluster 6894,10,unique
6895,Cluster 6895,1,unique
6896,Cluster 6896,1,unique
6897,Cluster 6897,1,unique
6898,Cluster 6898,2,unique
6899,Cluster 6899,7,unique
6900,Cluster 6900,1,unique
6901,Cluster 6901,5,unique
6902,Cluster 6902,1588,core
6903,Cluster 6903,1586,core
6904,Cluster 6904,1586,core
6905,Cluster 6905,1546,core
6906,Cluster 6906,1589,core
6907,Cluster 6907,1229,accessory
6908,Cluster 6908,1588,core
6909,Cluster 6909,1589,core
6910,Cluster 6910,1578,core
6911,Cluster 6911,1575,core
6912,Cluster 6912,1589,core
6913,Cluster 6913,1588,core
6914,Cluster 6914,1587,core
6915,Cluster 6915,1587,core
6916,Cluster 6916,3,unique
6917,Cluster 6917,1,unique
6918,Cluster 6918,1589,core
6919,Cluster 6919,1,unique
6920,Cluster 6920,23,unique
6921,Cluster 6921,6,unique
6922,Cluster 6922,1,unique
6923,Cluster 6923,1288,accessory
6924,Cluster 6924,93,unique
6925,Cluster 6925,1,unique
6926,Cluster 6926,2,unique
6927,Cluster 6927,1,unique
6928,Cluster 6928,13,unique
6929,Cluster 6929,2,unique
6930,Cluster 6930,1589,core
6931,Cluster 6931,1,unique
6932,Cluster 6932,6,unique
6933,Cluster 6933,1,unique
6934,Cluster 6934,1,unique
6935,Cluster 6935,1,unique
6936,Cluster 6936,1,unique
6937,Cluster 6937,10,unique
6938,Cluster 6938,38,unique
6939,Cluster 6939,1,unique
6940,Cluster 6940,1,unique
6941,Cluster 6941,1,unique
6942,Cluster 6942,1589,core
6943,Cluster 6943,1323,accessory
6944,Cluster 6944,1559,core
6945,Cluster 6945,1584,core
6946,Cluster 6946,1585,core
6947,Cluster 6947,1589,core
6948,Cluster 6948,1586,core
6949,Cluster 6949,1,unique
6950,Cluster 6950,675,accessory
6951,Cluster 6951,1,unique
6952,Cluster 6952,4,unique
6953,Cluster 6953,3,unique
6954,Cluster 6954,19,unique
6955,Cluster 6955,89,unique
6956,Cluster 6956,7,unique
6957,Cluster 6957,1579,core
6958,Cluster 6958,1,unique
6959,Cluster 6959,4,unique
6960,Cluster 6960,1584,core
6961,Cluster 6961,2,unique
6962,Cluster 6962,1,unique
6963,Cluster 6963,4,unique
6964,Cluster 6964,1585,core
6965,Cluster 6965,1,unique
6966,Cluster 6966,1,unique
6967,Cluster 6967,1,unique
6968,Cluster 6968,88,unique
6969,Cluster 6969,2,unique
6970,Cluster 6970,1,unique
6971,Cluster 6971,1589,core
6972,Cluster 6972,1587,core
6973,Cluster 6973,1585,core
6974,Cluster 6974,1578,core
6975,Cluster 6975,1588,core
6976,Cluster 6976,1580,core
6977,Cluster 6977,1586,core
6978,Cluster 6978,1588,core
6979,Cluster 6979,1588,core
6980,Cluster 6980,3,unique
6981,Cluster 6981,1,unique
6982,Cluster 6982,2,unique
6983,Cluster 6983,2,unique
6984,Cluster 6984,1577,core
6985,Cluster 6985,100,accessory
6986,Cluster 6986,1,unique
6987,Cluster 6987,4,unique
6988,Cluster 6988,16,unique
6989,Cluster 6989,1,unique
6990,Cluster 6990,1,unique
6991,Cluster 6991,4,unique
6992,Cluster 6992,31,unique
6993,Cluster 6993,1586,core
6994,Cluster 6994,2,unique
6995,Cluster 6995,23,unique
6996,Cluster 6996,1588,core
6997,Cluster 6997,1588,core
6998,Cluster 6998,1577,core
6999,Cluster 6999,1588,core
7000,Cluster 7000,9,unique
7001,Cluster 7001,1589,core
7002,Cluster 7002,49,unique
7003,Cluster 7003,1589,core
7004,Cluster 7004,3,unique
7005,Cluster 7005,1,unique
7006,Cluster 7006,1,unique
7007,Cluster 7007,1,unique
7008,Cluster 7008,1,unique
7009,Cluster 7009,1,unique
7010,Cluster 7010,1,unique
7011,Cluster 7011,3,unique
7012,Cluster 7012,16,unique
7013,Cluster 7013,1,unique
7014,Cluster 7014,5,unique
7015,Cluster 7015,2,unique
7016,Cluster 7016,2,unique
7017,Cluster 7017,1,unique
7018,Cluster 7018,24,unique
7019,Cluster 7019,1,unique
7020,Cluster 7020,4,unique
7021,Cluster 7021,1,unique
7022,Cluster 7022,1,unique
7023,Cluster 7023,2,unique
7024,Cluster 7024,14,unique
7025,Cluster 7025,1,unique
7026,Cluster 7026,1589,core
7027,Cluster 7027,1587,core
7028,Cluster 7028,1587,core
7029,Cluster 7029,1589,core
7030,Cluster 7030,1581,core
7031,Cluster 7031,942,accessory
7032,Cluster 7032,1589,core
7033,Cluster 7033,1584,core
7034,Cluster 7034,1,unique
7035,Cluster 7035,1589,core
7036,Cluster 7036,1440,accessory
7037,Cluster 7037,1,unique
7038,Cluster 7038,1586,core
7039,Cluster 7039,1583,core
7040,Cluster 7040,6,unique
7041,Cluster 7041,1,unique
7042,Cluster 7042,1,unique
7043,Cluster 7043,2,unique
7044,Cluster 7044,1,unique
7045,Cluster 7045,1,unique
7046,Cluster 7046,2,unique
7047,Cluster 7047,5,unique
7048,Cluster 7048,14,unique
7049,Cluster 7049,1,unique
7050,Cluster 7050,1433,accessory
7051,Cluster 7051,2,unique
7052,Cluster 7052,1,unique
7053,Cluster 7053,10,unique
7054,Cluster 7054,1588,core
7055,Cluster 7055,1587,core
7056,Cluster 7056,1583,core
7057,Cluster 7057,1588,core
7058,Cluster 7058,1586,core
7059,Cluster 7059,1582,core
7060,Cluster 7060,1584,core
7061,Cluster 7061,3,unique
7062,Cluster 7062,1586,core
7063,Cluster 7063,1,unique
7064,Cluster 7064,179,accessory
7065,Cluster 7065,1,unique
7066,Cluster 7066,1585,core
7067,Cluster 7067,1,unique
7068,Cluster 7068,1,unique
7069,Cluster 7069,113,accessory
7070,Cluster 7070,1,unique
7071,Cluster 7071,1,unique
7072,Cluster 7072,1586,core
7073,Cluster 7073,7,unique
7074,Cluster 7074,1,unique
7075,Cluster 7075,1,unique
7076,Cluster 7076,1,unique
7077,Cluster 7077,1,unique
7078,Cluster 7078,5,unique
7079,Cluster 7079,5,unique
7080,Cluster 7080,1588,core
7081,Cluster 7081,1,unique
7082,Cluster 7082,1587,core
7083,Cluster 7083,1544,core
7084,Cluster 7084,570,accessory
7085,Cluster 7085,1207,accessory
7086,Cluster 7086,1587,core
7087,Cluster 7087,3,unique
7088,Cluster 7088,1,unique
7089,Cluster 7089,1,unique
7090,Cluster 7090,1582,core
7091,Cluster 7091,8,unique
7092,Cluster 7092,390,accessory
7093,Cluster 7093,65,unique
7094,Cluster 7094,1,unique
7095,Cluster 7095,1,unique
7096,Cluster 7096,3,unique
7097,Cluster 7097,1,unique
7098,Cluster 7098,1,unique
7099,Cluster 7099,1,unique
7100,Cluster 7100,1,unique
7101,Cluster 7101,1,unique
7102,Cluster 7102,2,unique
7103,Cluster 7103,1,unique
7104,Cluster 7104,1581,core
7105,Cluster 7105,1,unique
7106,Cluster 7106,1,unique
7107,Cluster 7107,2,unique
7108,Cluster 7108,8,unique
7109,Cluster 7109,2,unique
7110,Cluster 7110,1,unique
7111,Cluster 7111,1587,core
7112,Cluster 7112,1587,core
7113,Cluster 7113,1588,core
7114,Cluster 7114,1587,core
7115,Cluster 7115,1587,core
7116,Cluster 7116,1585,core
7117,Cluster 7117,1586,core
7118,Cluster 7118,790,accessory
7119,Cluster 7119,9,unique
7120,Cluster 7120,1581,core
7121,Cluster 7121,2,unique
7122,Cluster 7122,2,unique
7123,Cluster 7123,1,unique
7124,Cluster 7124,10,unique
7125,Cluster 7125,1587,core
7126,Cluster 7126,1020,accessory
7127,Cluster 7127,2,unique
7128,Cluster 7128,1,unique
7129,Cluster 7129,1581,core
7130,Cluster 7130,1581,core
7131,Cluster 7131,40,unique
7132,Cluster 7132,1,unique
7133,Cluster 7133,7,unique
7134,Cluster 7134,1589,core
7135,Cluster 7135,1,unique
7136,Cluster 7136,11,unique
7137,Cluster 7137,1542,core
7138,Cluster 7138,6,unique
7139,Cluster 7139,68,unique
7140,Cluster 7140,1,unique
7141,Cluster 7141,1,unique
7142,Cluster 7142,1,unique
7143,Cluster 7143,101,accessory
7144,Cluster 7144,1,unique
7145,Cluster 7145,1588,core
7146,Cluster 7146,7,unique
7147,Cluster 7147,2,unique
7148,Cluster 7148,3,unique
7149,Cluster 7149,1,unique
7150,Cluster 7150,1,unique
7151,Cluster 7151,1,unique
7152,Cluster 7152,1585,core
7153,Cluster 7153,1588,core
7154,Cluster 7154,261,accessory
7155,Cluster 7155,6,unique
7156,Cluster 7156,1582,core
7157,Cluster 7157,1589,core
7158,Cluster 7158,3,unique
7159,Cluster 7159,3,unique
7160,Cluster 7160,3,unique
7161,Cluster 7161,2,unique
7162,Cluster 7162,3,unique
7163,Cluster 7163,890,accessory
7164,Cluster 7164,1,unique
7165,Cluster 7165,1,unique
7166,Cluster 7166,2,unique
7167,Cluster 7167,3,unique
7168,Cluster 7168,1589,core
7169,Cluster 7169,2,unique
7170,Cluster 7170,1,unique
7171,Cluster 7171,2,unique
7172,Cluster 7172,6,unique
7173,Cluster 7173,53,unique
7174,Cluster 7174,2,unique
7175,Cluster 7175,4,unique
7176,Cluster 7176,1,unique
7177,Cluster 7177,1,unique
7178,Cluster 7178,1368,accessory
7179,Cluster 7179,1589,core
7180,Cluster 7180,1587,core
7181,Cluster 7181,1587,core
7182,Cluster 7182,1588,core
7183,Cluster 7183,1583,core
7184,Cluster 7184,1587,core
7185,Cluster 7185,1584,core
7186,Cluster 7186,1588,core
7187,Cluster 7187,1587,core
7188,Cluster 7188,2,unique
7189,Cluster 7189,1,unique
7190,Cluster 7190,5,unique
7191,Cluster 7191,1,unique
7192,Cluster 7192,1,unique
7193,Cluster 7193,1,unique
7194,Cluster 7194,2,unique
7195,Cluster 7195,1584,core
7196,Cluster 7196,2,unique
7197,Cluster 7197,1,unique
7198,Cluster 7198,2,unique
7199,Cluster 7199,1,unique
7200,Cluster 7200,2,unique
7201,Cluster 7201,2,unique
7202,Cluster 7202,1588,core
7203,Cluster 7203,1,unique
7204,Cluster 7204,1,unique
7205,Cluster 7205,1535,core
7206,Cluster 7206,1,unique
7207,Cluster 7207,3,unique
7208,Cluster 7208,1,unique
7209,Cluster 7209,5,unique
7210,Cluster 7210,2,unique
7211,Cluster 7211,1,unique
7212,Cluster 7212,3,unique
7213,Cluster 7213,2,unique
7214,Cluster 7214,3,unique
7215,Cluster 7215,1,unique
7216,Cluster 7216,1,unique
7217,Cluster 7217,1580,core
7218,Cluster 7218,1582,core
7219,Cluster 7219,490,accessory
7220,Cluster 7220,1588,core
7221,Cluster 7221,1579,core
7222,Cluster 7222,1588,core
7223,Cluster 7223,1584,core
7224,Cluster 7224,1588,core
7225,Cluster 7225,43,unique
7226,Cluster 7226,2,unique
7227,Cluster 7227,181,accessory
7228,Cluster 7228,3,unique
7229,Cluster 7229,2,unique
7230,Cluster 7230,1585,core
7231,Cluster 7231,1,unique
7232,Cluster 7232,3,unique
7233,Cluster 7233,1,unique
7234,Cluster 7234,10,unique
7235,Cluster 7235,2,unique
7236,Cluster 7236,1,unique
7237,Cluster 7237,1,unique
7238,Cluster 7238,3,unique
7239,Cluster 7239,179,accessory
7240,Cluster 7240,1,unique
7241,Cluster 7241,1,unique
7242,Cluster 7242,2,unique
7243,Cluster 7243,3,unique
7244,Cluster 7244,1,unique
7245,Cluster 7245,1,unique
7246,Cluster 7246,1587,core
7247,Cluster 7247,1582,core
7248,Cluster 7248,1588,core
7249,Cluster 7249,1582,core
7250,Cluster 7250,1588,core
7251,Cluster 7251,1552,core
7252,Cluster 7252,1588,core
7253,Cluster 7253,1584,core
7254,Cluster 7254,1574,core
7255,Cluster 7255,11,unique
7256,Cluster 7256,1,unique
7257,Cluster 7257,48,unique
7258,Cluster 7258,3,unique
7259,Cluster 7259,3,unique
7260,Cluster 7260,57,unique
7261,Cluster 7261,1,unique
7262,Cluster 7262,1,unique
7263,Cluster 7263,8,unique
7264,Cluster 7264,62,unique
7265,Cluster 7265,2,unique
7266,Cluster 7266,1,unique
7267,Cluster 7267,1,unique
7268,Cluster 7268,2,unique
7269,Cluster 7269,1,unique
7270,Cluster 7270,1,unique
7271,Cluster 7271,1,unique
7272,Cluster 7272,5,unique
7273,Cluster 7273,1,unique
7274,Cluster 7274,3,unique
7275,Cluster 7275,922,accessory
7276,Cluster 7276,1587,core
7277,Cluster 7277,1586,core
7278,Cluster 7278,848,accessory
7279,Cluster 7279,1583,core
7280,Cluster 7280,1587,core
7281,Cluster 7281,4,unique
7282,Cluster 7282,2,unique
7283,Cluster 7283,1,unique
7284,Cluster 7284,20,unique
7285,Cluster 7285,1,unique
7286,Cluster 7286,2,unique
7287,Cluster 7287,2,unique
7288,Cluster 7288,10,unique
7289,Cluster 7289,11,unique
7290,Cluster 7290,2,unique
7291,Cluster 7291,1589,core
7292,Cluster 7292,1588,core
7293,Cluster 7293,54,unique
7294,Cluster 7294,1,unique
7295,Cluster 7295,1,unique
7296,Cluster 7296,2,unique
7297,Cluster 7297,26,unique
7298,Cluster 7298,1,unique
7299,Cluster 7299,17,unique
7300,Cluster 7300,1,unique
7301,Cluster 7301,1410,accessory
7302,Cluster 7302,1,unique
7303,Cluster 7303,2,unique
7304,Cluster 7304,13,unique
7305,Cluster 7305,1549,core
7306,Cluster 7306,1,unique
7307,Cluster 7307,1,unique
7308,Cluster 7308,2,unique
7309,Cluster 7309,2,unique
7310,Cluster 7310,1,unique
7311,Cluster 7311,4,unique
7312,Cluster 7312,2,unique
7313,Cluster 7313,1,unique
7314,Cluster 7314,2,unique
7315,Cluster 7315,1586,core
7316,Cluster 7316,4,unique
7317,Cluster 7317,1,unique
7318,Cluster 7318,4,unique
7319,Cluster 7319,1,unique
7320,Cluster 7320,1,unique
7321,Cluster 7321,5,unique
7322,Cluster 7322,1,unique
7323,Cluster 7323,1,unique
7324,Cluster 7324,2,unique
7325,Cluster 7325,1,unique
7326,Cluster 7326,1588,core
7327,Cluster 7327,1588,core
7328,Cluster 7328,1589,core
7329,Cluster 7329,323,accessory
7330,Cluster 7330,1588,core
7331,Cluster 7331,1583,core
7332,Cluster 7332,1587,core
7333,Cluster 7333,1577,core
7334,Cluster 7334,1589,core
7335,Cluster 7335,1589,core
7336,Cluster 7336,4,unique
7337,Cluster 7337,892,accessory
7338,Cluster 7338,2,unique
7339,Cluster 7339,1,unique
7340,Cluster 7340,28,unique
7341,Cluster 7341,18,unique
7342,Cluster 7342,10,unique
7343,Cluster 7343,1,unique
7344,Cluster 7344,1,unique
7345,Cluster 7345,8,unique
7346,Cluster 7346,1,unique
7347,Cluster 7347,613,accessory
7348,Cluster 7348,2,unique
7349,Cluster 7349,1,unique
7350,Cluster 7350,2,unique
7351,Cluster 7351,1,unique
7352,Cluster 7352,2,unique
7353,Cluster 7353,16,unique
7354,Cluster 7354,10,unique
7355,Cluster 7355,1,unique
7356,Cluster 7356,1,unique
7357,Cluster 7357,1,unique
7358,Cluster 7358,183,accessory
7359,Cluster 7359,1,unique
7360,Cluster 7360,2,unique
7361,Cluster 7361,4,unique
7362,Cluster 7362,1589,core
7363,Cluster 7363,1586,core
7364,Cluster 7364,1588,core
7365,Cluster 7365,1578,core
7366,Cluster 7366,1581,core
7367,Cluster 7367,1589,core
7368,Cluster 7368,1589,core
7369,Cluster 7369,1,unique
7370,Cluster 7370,1583,core
7371,Cluster 7371,3,unique
7372,Cluster 7372,63,unique
7373,Cluster 7373,6,unique
7374,Cluster 7374,675,accessory
7375,Cluster 7375,4,unique
7376,Cluster 7376,1588,core
7377,Cluster 7377,2,unique
7378,Cluster 7378,1564,core
7379,Cluster 7379,4,unique
7380,Cluster 7380,2,unique
7381,Cluster 7381,2,unique
7382,Cluster 7382,2,unique
7383,Cluster 7383,2,unique
7384,Cluster 7384,1,unique
7385,Cluster 7385,1,unique
7386,Cluster 7386,1,unique
7387,Cluster 7387,1,unique
7388,Cluster 7388,2,unique
7389,Cluster 7389,1587,core
7390,Cluster 7390,2,unique
7391,Cluster 7391,8,unique
7392,Cluster 7392,4,unique
7393,Cluster 7393,1,unique
7394,Cluster 7394,1,unique
7395,Cluster 7395,2,unique
7396,Cluster 7396,1,unique
7397,Cluster 7397,1,unique
7398,Cluster 7398,2,unique
7399,Cluster 7399,1588,core
7400,Cluster 7400,1587,core
7401,Cluster 7401,1585,core
7402,Cluster 7402,449,accessory
7403,Cluster 7403,1587,core
7404,Cluster 7404,116,accessory
7405,Cluster 7405,737,accessory
7406,Cluster 7406,1,unique
7407,Cluster 7407,1,unique
7408,Cluster 7408,1,unique
7409,Cluster 7409,71,unique
7410,Cluster 7410,9,unique
7411,Cluster 7411,1,unique
7412,Cluster 7412,1,unique
7413,Cluster 7413,2,unique
7414,Cluster 7414,13,unique
7415,Cluster 7415,1,unique
7416,Cluster 7416,3,unique
7417,Cluster 7417,1,unique
7418,Cluster 7418,2,unique
7419,Cluster 7419,1,unique
7420,Cluster 7420,1,unique
7421,Cluster 7421,10,unique
7422,Cluster 7422,1,unique
7423,Cluster 7423,1,unique
7424,Cluster 7424,1,unique
7425,Cluster 7425,1,unique
